question,option_a,option_b,option_c,option_d,correct_answer,explanation
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,33,"You scheduled a kick-off meeting in order to announce the start of your project, present the plan and develop consensus on it. Another topic will be explanation of each team member's role. In addition, you planned some time for discussions. You published the agenda of the kick-off meeting some weeks ago to all invited attendees. Now, short term before the event, you receive various cancellations by team members, who say that they cannot join the meeting. But they will be with you when project work will start.",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,34,"During a meeting, a discussion came up: To which degree does your project have to be compliant to the processes enumerated in the PMBOK® Guide? What should be the guiding principle to answer this question?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,35,"Your project team is complaining that the acceptance criteria of their work result are unclear and ask you to provide clarification with the customer. You arrange a meeting, and several criteria are identified. The product acceptance criteria should now be laid down in which documents? (Choose 2)",5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,36,During project execution you found out that work is often not performed at the right time and in the right order. Deliverables are made by one team member that cannot be processed by another one. This already leads to timely rework and bad morale among team members. Which project management tool is most appropriate to deal with problems like this?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,37,Your management is applying the 10 percent solution: It has requested that you reduce the budget for the project which you are currently initiating by 10%. What will this probably mean for your project?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,38,"While applying procurement management processes in your project, you identified the need to gain a more objective understanding of sellers' capabilities in order to rank proposals and develop a negotiating sequence. Which technique may help avoid bias and subjective decisions best?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,39,"During code inspection in a major software development project, a project management team identified frequent occurrences of critical programming errors. These errors are scattered across the code and occur without a discernible pattern. Which tool is most likely to help the team identify areas of error concentration in order to develop a prioritized response strategy?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,40,The term baseline is used in both disciplines project management and configuration management. Which statement is not true?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,41,The scope baseline includes____.,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,42,During human resource planning you identified that your team members are not sufficiently qualified for their tasks. Which may be an appropriate solution to this problem?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,43,"You are performing a customer project for a customer in a high-context cultural environment, while you and your team are in a low context country. Different communication styles and contents repeatedly led to conflicts between the organizations. What is typical for high-context cultures?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,44,"In general, processes of configuration management do not include…",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,45,The ________ is a document which describes how the project management team will implement the performing organization's quality policy.,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,46,What do you expect when you are submitting an invitation for bid to sellers?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,47,What is important for quality auditors?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,48,Your agile team is uncertain for which elements of the project what methods should be applied. A recommendation was to follow the stages of uncertainty. Which are these stages?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,49,"You are running a major project with four sub-projects. Each of the sub-project managers has developed a risk management plan, identified many risks, analyzed them and planned for risk response. It is now two months later. What should you not do?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,50,What is true for statistical sampling?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,51,A project team was asked by a customer to shorten the cycle time of an iterative-incremental approach. What benefits may the customer hope to achieve?,5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,52,What is not true for change requests?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,53,"You recently assigned staff members to activities, estimated work and scheduled your project. You then created the following resource histogram for your staff: What does this diagram tell you?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,54,"A project manager's PDM network schedule gets audited by a scheduling expert. The expert tells the project manager to focus more on nodes with ""path convergence"", also known as ""sinks"". What is the person referring to?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,55,"The members of your project team have been assigned to your project with general availability levels of 50%. Yesterday, they reported to you that significant variances occurred during project execution. You have noted that the team members have been spending less than 50% of their time working on your project. Your project schedule is about to become heavily delayed, and deadlines are in jeopardy. What should you do?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,56,What is the meaning of the acronym CSOW?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,57,Crashing describes a technique to speed up a project by…,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,58,"During risk identification sessions, you and your team identified more than 150 risks for your project. You are afraid that evaluating each of these risks quantitatively will cost you an enormous amount of time, while not all of them are really relevant and important enough to justify such a measure. What should you do next?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,59,"During execution of a project, you observe that the performance of some of your team members is dropping, while others are doing a consistently good job. This is endangering overall project progress. What should you try first to bring the team as a whole back to performance?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,60,"Your management announced that they want to put you on a stretch assignment. In this situation, you should consider that…",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,61,"Following the cultural approach of the corporation for which you are starting to manage a project, you are guiding your project team through the first life-cycle phase of conceptualization. Your next step is to call for a team meeting to let ideas emerge in an unrestricted creative process. What exactly should that look like?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,62,"In configuration management, which of the following is necessary to maintain the integrity of baselines?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,63,A representative of your customer approached you this morning referring to a part of your team that works on customer's premises. She complained that your team members do not fully blend with her staff and that there are conflicts originating in different corporate cultures of your organization and hers. She demanded that you motivate them to display more stewardship What is she referring to? (Choose 3),5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,64,Which is not a point used for three-point estimation?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,65,Which of the following are not common barriers to project team building?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,66,"During project planning, you are presented with the following diagram that depicts a cumulative likelihood distribution for the duration of a project: What kind of conclusion can you draw from the information depicted in it?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,67,"While executing a project, you sense a slightly negative attitude in your team. Which type of document do you now need, among others, to better understand and then be able to improve the situation?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,68,"The sales representative of your company recently contacted you. You made some estimates on direct costs for an offer on a firm fixed-price contract. According to company policies, indirect costs (overheads) are to be calculated as a percentage of the direct costs, the sum of both cost types caused him to calculate a far too high price. How should you not react?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,69,A project charter is a document that…,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,70,You identified a technical risk in your project and assigned a contingency for that. Planning contingency reserves is part of which risk response strategy?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,71,Which concept of locating team members can help them best to enhance their performance as a team?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,72,"In a lawsuit between your organization and a project contractor, the term ""Constructive change"" is discussed. Which statements on constructive changes are true?",5,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,73,You are assigned as a project manager for an internal project. During cost planning and budgeting you discovered that there are peak times of costs during the project and other times when costs are fairly low. What could this mean for the project?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,74,You are going to take over a new project as the project manager in an enterprise unknown to you. What should you investigate during the chartering process?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,75,An organization is considering various contract types in order to motivate sellers and to ensure preferential treatment. What should they consider before deciding to use an award fee contract?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,76,What is least important when it comes to archiving project records?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,77,_______ are not necessarily used to establish the cost baseline of a project.,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,78,"You took over a customer project for your company. From the inputs available, including contract, statement of work and project charter, you have developed a project management plan. You already presented that plan in a meeting with key stakeholders including your project sponsor and some representatives from the customer organization. During the meeting you sensed a high level of dissatisfaction by the customer executives, who signaled that the project might not produce the results that their company had expected. In your understanding, all necessary actions have been planned to meet the customer's requirements. What should you do next?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,79,What is not true for project deliverables?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,80,"Your project, performed for a customer, is coming to an end. The customer has been contractually granted a three years warranty period for the product of the project. What should you do first?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,81,"Being the project manager in a high-risk electronics project with a lot of new technologies, you developed a risk management plan and identified risks which you documented in a risk register. Then, the risks were analyzed and response was planned. During risk control meetings, it gets obvious that the documents you created are not very helpful. What have you probably done wrong?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,82,Which is generally not regarded as one of the three categories of culture that managers should master?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,83,Post-mortem analysis after scheduled finish date of a project shows a CPI of 0.8 and an SPI of 1.25. What is a plausible explanation for that?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,84,"Some colleagues told you that they are planning, executing, monitoring and controlling a project by use of milestones only with durations between 1 and 4 weeks. What do you think?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,85,"Together with your team, you applied three-point estimation on a cost item using a Beta distribution. The estimates (in USD) were made as - Optimistic: 15,000 - Most likely: 30,000 - Pessimistic: 75.000 What is the PERT value you would use?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,86,"You are just leaving a meeting during which you have been assigned as the manager of a project to build a sub-station that is part of a major electric power distribution system. The decision to run the project has been made before your assignment and without your involvement. Some basic decisions on deliverables, staffing, budgeting and on the completion date have already been made as well. What should you do first?",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,87,What is the purpose of the following diagram?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,88,Which is not a goal in both project management and quality management?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,89,You created a baseline of your system configuration and added several changes to that as amendments. Meanwhile you are afraid that the big number of Deltas may cause inconsistencies and make you unable to understand the current system configuration. What should you do?,4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,90,"A request, demand or assertion of a contract partner for consideration, compensation or payment under a legally binding contract, such as a disputed change, is often referred to as a____.",4,1..n in source answer key; options stored as ordered positions
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,91,Projects may be initiated by all of the following except____.,4,1..n in source answer key; options stored as ordered positions
