id,record_origin,source_kind,generation_method,split,source_family,source_url,seed_question_number,question_text,question_type,option_a,option_b,option_c,option_d,option_e,correct_answer_letters,correct_answer_positions,multiple_correct,option_count,domain,approach,difficulty,keywords,answer_rationale,reference
PMP-0002-04,synthetic,synthetic_augmented,exam_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,2,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? What is the purpose of a project charter?",multiple_choice,"To document how the project will be planned, executed, monitored/controlled, and closed.",To formally authorize a project or a phase and document initial requirements which satisfy the stakeholder's needs and expectations.,To describe the process of performing the work defined in the project management plan in order to achieve the project's objectives.,"To link the project, which is going to be planned, executed, and monitored/controlled to the ongoing work of the organization.",,B,2,no,4,Process,Predictive,easy,"stakeholder, scope, charter",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 75."
PMP-0002-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,2,Scenario-based practice item. Which response is MOST appropriate here? What is the purpose of a project charter?,multiple_choice,To describe the process of performing the work defined in the project management plan in order to achieve the project's objectives.,"To document how the project will be planned, executed, monitored/controlled, and closed.",To formally authorize a project or a phase and document initial requirements which satisfy the stakeholder's needs and expectations.,"To link the project, which is going to be planned, executed, and monitored/controlled to the ongoing work of the organization.",,C,3,no,4,Process,Predictive,easy,"stakeholder, scope, charter",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 75."
PMP-0003-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,3,Which is a central objective of using a Kanban board?,multiple_choice,Allowing for three-point estimation of work items,Limiting the number of items in the Work in Progress column,Allowing for Fibonacci numbers in estimation of epics,Giving the Scrum Master a tool to add stories to the backlog,,B,2,no,4,People,Agile,easy,agile,Correct answer key carried from the original seed dataset; see reference/source URL.,"Agile Practice Guide, pages 65-66, 105."
PMP-0003-01,synthetic,synthetic_augmented,paraphrase_stem,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,3,"From a PMI perspective, which option best answers the following? Which is a central objective of using a Kanban board?",multiple_choice,Allowing for three-point estimation of work items,Limiting the number of items in the Work in Progress column,Allowing for Fibonacci numbers in estimation of epics,Giving the Scrum Master a tool to add stories to the backlog,,B,2,no,4,People,Agile,easy,agile,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 65-66, 105."
PMP-0003-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,3,A project manager faces this situation: Which is a central objective of using a Kanban board? Select the best response.,multiple_choice,Allowing for three-point estimation of work items,Allowing for Fibonacci numbers in estimation of epics,Giving the Scrum Master a tool to add stories to the backlog,Limiting the number of items in the Work in Progress column,,D,4,no,4,People,Agile,easy,agile,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 65-66, 105."
PMP-0003-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,3,The team asks for guidance before moving forward. Choose the most appropriate answer for this PMP-style scenario: Which is a central objective of using a Kanban board?,multiple_choice,Giving the Scrum Master a tool to add stories to the backlog,Limiting the number of items in the Work in Progress column,Allowing for Fibonacci numbers in estimation of epics,Allowing for three-point estimation of work items,,B,2,no,4,People,Agile,easy,agile,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 65-66, 105."
PMP-0003-04,synthetic,synthetic_augmented,exam_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,3,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? Which is a central objective of using a Kanban board?",multiple_choice,Limiting the number of items in the Work in Progress column,Allowing for three-point estimation of work items,Allowing for Fibonacci numbers in estimation of epics,Giving the Scrum Master a tool to add stories to the backlog,,A,1,no,4,People,Agile,easy,agile,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 65-66, 105."
PMP-0003-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,3,Scenario-based practice item. Which response is MOST appropriate here? Which is a central objective of using a Kanban board?,multiple_choice,Giving the Scrum Master a tool to add stories to the backlog,Allowing for Fibonacci numbers in estimation of epics,Limiting the number of items in the Work in Progress column,Allowing for three-point estimation of work items,,C,3,no,4,People,Agile,easy,agile,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 65-66, 105."
PMP-0004-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,4,What does the term continuous delivery often refer to?,multiple_choice,"A standardized set of deliverables, like plans, reports, and checklists.",A set of tools and techniques that a project manager should master.,Increasing customer satisfaction by delivering valuable products and increments early.,"A specific sequence of work, described in terms of soft logic.",,D,4,no,4,Process,Agile,easy,"stakeholder, agile, communications",Correct answer key carried from the original seed dataset; see reference/source URL.,"Agile Practice Guide, pages 25."
PMP-0004-01,synthetic,synthetic_augmented,paraphrase_stem,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,4,"From a PMI perspective, which option best answers the following? What does the term continuous delivery often refer to?",multiple_choice,"A standardized set of deliverables, like plans, reports, and checklists.",A set of tools and techniques that a project manager should master.,Increasing customer satisfaction by delivering valuable products and increments early.,"A specific sequence of work, described in terms of soft logic.",,D,4,no,4,Process,Agile,easy,"stakeholder, agile, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 25."
PMP-0004-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,4,A project manager faces this situation: What does the term continuous delivery often refer to? Select the best response.,multiple_choice,"A specific sequence of work, described in terms of soft logic.","A standardized set of deliverables, like plans, reports, and checklists.",A set of tools and techniques that a project manager should master.,Increasing customer satisfaction by delivering valuable products and increments early.,,A,1,no,4,Process,Agile,easy,"stakeholder, agile, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 25."
PMP-0004-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,4,A sponsor wants a recommended action. Choose the most appropriate answer for this PMP-style scenario: What does the term continuous delivery often refer to?,multiple_choice,A set of tools and techniques that a project manager should master.,"A standardized set of deliverables, like plans, reports, and checklists.",Increasing customer satisfaction by delivering valuable products and increments early.,"A specific sequence of work, described in terms of soft logic.",,D,4,no,4,Process,Agile,easy,"stakeholder, agile, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 25."
PMP-0004-04,synthetic,synthetic_augmented,exam_prompt_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,4,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? What does the term continuous delivery often refer to?",multiple_choice,"A standardized set of deliverables, like plans, reports, and checklists.",A set of tools and techniques that a project manager should master.,"A specific sequence of work, described in terms of soft logic.",Increasing customer satisfaction by delivering valuable products and increments early.,,C,3,no,4,Process,Agile,easy,"stakeholder, agile, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 25."
PMP-0004-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,4,Scenario-based practice item. Which response is MOST appropriate here? What does the term continuous delivery often refer to?,multiple_choice,Increasing customer satisfaction by delivering valuable products and increments early.,"A specific sequence of work, described in terms of soft logic.",A set of tools and techniques that a project manager should master.,"A standardized set of deliverables, like plans, reports, and checklists.",,B,2,no,4,Process,Agile,easy,"stakeholder, agile, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Agile Practice Guide, pages 25."
PMP-0005-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,5,The communications management plan is a document which includes descriptions of,multiple_choice,Project level performance reports,Activity level status reports,Stakeholder communication requirements,Project benefit analysis results,,C,3,no,4,Process,Predictive,easy,"stakeholder, scope, communications",Correct answer key carried from the original seed dataset; see reference/source URL.,"PMBOK® Guide 6th Edition, page 377."
PMP-0005-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,5,"From a PMI perspective, which option best answers the following? The communications management plan is a document which includes descriptions of?",multiple_choice,Project level performance reports,Activity level status reports,Stakeholder communication requirements,Project benefit analysis results,,C,3,no,4,Process,Predictive,easy,"stakeholder, scope, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 377."
PMP-0005-02,synthetic,synthetic_augmented,option_shuffle,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,5,A project manager faces this situation: The communications management plan is a document which includes descriptions of? Select the best response.,multiple_choice,Stakeholder communication requirements,Project level performance reports,Activity level status reports,Project benefit analysis results,,A,1,no,4,Process,Predictive,easy,"stakeholder, scope, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 377."
PMP-0005-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,5,The project manager needs to respond quickly and appropriately. Choose the most appropriate answer for this PMP-style scenario: The communications management plan is a document which includes descriptions of?,multiple_choice,Stakeholder communication requirements,Activity level status reports,Project level performance reports,Project benefit analysis results,,A,1,no,4,Process,Predictive,easy,"stakeholder, scope, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 377."
PMP-0005-04,synthetic,synthetic_augmented,exam_prompt_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,5,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? The communications management plan is a document which includes descriptions of?",multiple_choice,Project benefit analysis results,Project level performance reports,Activity level status reports,Stakeholder communication requirements,,D,4,no,4,Process,Predictive,easy,"stakeholder, scope, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 377."
PMP-0005-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,5,Scenario-based practice item. Which response is MOST appropriate here? The communications management plan is a document which includes descriptions of?,multiple_choice,Project benefit analysis results,Activity level status reports,Stakeholder communication requirements,Project level performance reports,,C,3,no,4,Process,Predictive,easy,"stakeholder, scope, communications",Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 377."
PMP-0006-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,6,_________ are usually not a manifestation of unique organizational cultures and styles.,multiple_choice,"Shared visions, values, norms, beliefs, and expectations",Individual traits and attitudes of co-workers,Views of authority relationships,"Policies, methods, and procedures",,B,2,no,4,Business Environment,Predictive,easy,,Correct answer key carried from the original seed dataset; see reference/source URL.,"PMBOK® Guide 6th Edition, page 38."
PMP-0006-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,6,"From a PMI perspective, which option best answers the following? _________ are usually not a manifestation of unique organizational cultures and styles.?",multiple_choice,"Shared visions, values, norms, beliefs, and expectations",Individual traits and attitudes of co-workers,Views of authority relationships,"Policies, methods, and procedures",,B,2,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 38."
PMP-0006-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,6,A project manager faces this situation: _________ are usually not a manifestation of unique organizational cultures and styles.? Select the best response.,multiple_choice,"Policies, methods, and procedures","Shared visions, values, norms, beliefs, and expectations",Individual traits and attitudes of co-workers,Views of authority relationships,,C,3,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 38."
PMP-0006-03,synthetic,synthetic_augmented,contextualized_shuffle,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,6,This appears in a scenario-based practice exam. Choose the most appropriate answer for this PMP-style scenario: _________ are usually not a manifestation of unique organizational cultures and styles.?,multiple_choice,"Policies, methods, and procedures",Individual traits and attitudes of co-workers,"Shared visions, values, norms, beliefs, and expectations",Views of authority relationships,,B,2,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 38."
PMP-0006-04,synthetic,synthetic_augmented,exam_prompt_shuffle,test,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,6,"Exam-style prompt: Considering current PMP exam logic, what is the best answer? _________ are usually not a manifestation of unique organizational cultures and styles.?",multiple_choice,"Policies, methods, and procedures",Individual traits and attitudes of co-workers,Views of authority relationships,"Shared visions, values, norms, beliefs, and expectations",,B,2,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 38."
PMP-0006-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,6,Scenario-based practice item. Which response is MOST appropriate here? _________ are usually not a manifestation of unique organizational cultures and styles.?,multiple_choice,Views of authority relationships,Individual traits and attitudes of co-workers,"Shared visions, values, norms, beliefs, and expectations","Policies, methods, and procedures",,B,2,no,4,Business Environment,Predictive,easy,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"PMBOK® Guide 6th Edition, page 38."
PMP-0007-00,seed,public_seed_pdf,seed_original,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,7,Which of the following are generally regarded as elements of active listening?,multiple_response,Making eye contact,Pressurizing the speaker,Paraphrasing,Interpreting the information,Interrupting when appropriate,"A,C,D","1,3,4",yes,5,Process,Predictive,medium,,Correct answer key carried from the original seed dataset; see reference/source URL.,"Project Management JumpStart by Kim Heldman, page 47."
PMP-0007-01,synthetic,synthetic_augmented,paraphrase_stem,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,7,"From a PMI perspective, select all answers that apply. Which of the following are generally regarded as elements of active listening?",multiple_response,Making eye contact,Pressurizing the speaker,Paraphrasing,Interpreting the information,Interrupting when appropriate,"A,C,D","1,3,4",yes,5,Process,Predictive,medium,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Management JumpStart by Kim Heldman, page 47."
PMP-0007-02,synthetic,synthetic_augmented,option_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,7,A project manager reviews this scenario: Which of the following are generally regarded as elements of active listening? Select all that apply.,multiple_response,Interrupting when appropriate,Interpreting the information,Paraphrasing,Pressurizing the speaker,Making eye contact,"B,C,E","2,3,5",yes,5,Process,Predictive,medium,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Management JumpStart by Kim Heldman, page 47."
PMP-0007-03,synthetic,synthetic_augmented,contextualized_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,7,You are reviewing the situation during delivery. Choose every option that is appropriate in this PMP-style scenario: Which of the following are generally regarded as elements of active listening?,multiple_response,Interpreting the information,Paraphrasing,Interrupting when appropriate,Making eye contact,Pressurizing the speaker,"A,B,D","1,2,4",yes,5,Process,Predictive,medium,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Management JumpStart by Kim Heldman, page 47."
PMP-0007-04,synthetic,synthetic_augmented,exam_prompt_shuffle,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,7,Exam-style prompt: Which responses are MOST appropriate here? Select all that apply. Which of the following are generally regarded as elements of active listening?,multiple_response,Pressurizing the speaker,Interrupting when appropriate,Interpreting the information,Paraphrasing,Making eye contact,"C,D,E","3,4,5",yes,5,Process,Predictive,medium,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Management JumpStart by Kim Heldman, page 47."
PMP-0007-05,synthetic,synthetic_augmented,scenario_prompt_shuffle,train,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,7,"Scenario-based practice item. Considering current PMP exam logic, which answers fit best? Select all that apply. Which of the following are generally regarded as elements of active listening?",multiple_response,Paraphrasing,Interpreting the information,Making eye contact,Pressurizing the speaker,Interrupting when appropriate,"A,B,C","1,2,3",yes,5,Process,Predictive,medium,,Synthetic variant of a seed item; correct answer remapped from the seed answer key after any option shuffle.,"Project Management JumpStart by Kim Heldman, page 47."
PMP-0008-00,seed,public_seed_pdf,seed_original,validation,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,8,"As the project manager, you decided to arrange a team meeting to identify and analyze lessons learned from quality control with stakeholders. What should you do with them?",multiple_choice,Document them and make them part of the historical database for the project and the performing organization.,Discuss them with management and make sure that they remain otherwise confidential,Publish them in the corporate newsletter.,"Follow your strategic decisions, independent from lessons learned. These decisions have been made and should be implemented whatever the outcomes are.",,A,1,no,4,Process,Predictive,medium,"stakeholder, team, quality",Correct answer key carried from the original seed dataset; see reference/source URL.,"PMBOK® Guide 6th Edition, page 104."
